ID,Layer 0,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Accuracy,Time
15,"{'filter_height': 1, 'filter_width': 5, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}",0.7688,203.97221207618713
16,"{'filter_height': 5, 'filter_width': 7, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}",0.79986,202.22426414489746
17,"{'filter_height': 1, 'filter_width': 7, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}",0.7603199999999999,206.72653484344482
18,"{'filter_height': 5, 'filter_width': 7, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}",0.7661,183.2169795036316
19,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 36, 'pool_size': 1}",0.80364,276.5599410533905
20,"{'filter_height': 1, 'filter_width': 3, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}",0.80374,260.89937829971313
21,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}",0.79296,193.51266717910767
22,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}",0.79766,187.48089718818665
23,"{'filter_height': 3, 'filter_width': 7, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 36, 'pool_size': 1}",0.79662,408.06131958961487
24,"{'filter_height': 3, 'filter_width': 5, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 3, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 3, 'num_filters': 48, 'pool_size': 1}",0.78132,245.87693738937378
25,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 36, 'pool_size': 1}",0.81432,308.94029450416565
26,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 24, 'pool_size': 2}",0.79976,193.6750226020813
27,"{'filter_height': 3, 'filter_width': 5, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}",0.7926,217.34077835083008
28,"{'filter_height': 3, 'filter_width': 1, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 24, 'pool_size': 1}",0.79398,249.2149736881256
29,"{'filter_height': 5, 'filter_width': 3, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}",0.8096,389.9734356403351
30,"{'filter_height': 3, 'filter_width': 5, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}",0.78608,198.96865701675415
31,"{'filter_height': 7, 'filter_width': 1, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 3, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 7, 'num_filters': 24, 'pool_size': 2}",0.74094,185.8604440689087
32,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 3, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 3, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}",0.7854400000000001,191.57156682014465
33,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 3, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 3, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}",0.8032199999999999,190.2277810573578
34,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 64, 'pool_size': 1}",0.78596,248.5342469215393
35,"{'filter_height': 3, 'filter_width': 5, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}",0.8263,218.54496002197266
36,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 5, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}",0.82354,399.1643121242523
37,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 64, 'pool_size': 1}",0.82498,277.69263982772827
38,"{'filter_height': 3, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}",0.79522,196.40068292617798
39,"{'filter_height': 5, 'filter_width': 3, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 3, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 7, 'num_filters': 36, 'pool_size': 1}",0.8065599999999999,196.83067202568054
40,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 24, 'pool_size': 2}",0.8118400000000001,198.36331844329834
41,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}",0.78458,269.73736667633057
42,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}",0.8057399999999999,250.41755485534668
43,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 7, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 3, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 36, 'pool_size': 1}",0.83436,517.5587995052338
44,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 24, 'pool_size': 1}",0.7968,257.77746844291687
45,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 7, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}",0.8108000000000001,388.7412540912628
46,"{'filter_height': 7, 'filter_width': 3, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 5, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 36, 'pool_size': 2}",0.7950200000000001,343.2319886684418
47,"{'filter_height': 5, 'filter_width': 3, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 3, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}",0.83026,378.6220598220825
48,"{'filter_height': 5, 'filter_width': 3, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}",0.7737,550.6588447093964
49,"{'filter_height': 5, 'filter_width': 3, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 7, 'filter_width': 3, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 1, 'filter_width': 1, 'num_filters': 24, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 36, 'pool_size': 1}",0.8006599999999999,307.43520402908325
50,"{'filter_height': 5, 'filter_width': 3, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 3, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 3, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 7, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 7, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 7, 'num_filters': 64, 'pool_size': 1}",0.8215600000000001,279.94655179977417
51,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 36, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 48, 'pool_size': 1}","{'filter_height': 5, 'filter_width': 3, 'num_filters': 36, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 48, 'pool_size': 2}","{'filter_height': 7, 'filter_width': 1, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 7, 'num_filters': 48, 'pool_size': 1}",0.8229,294.3332381248474
52,"{'filter_height': 3, 'filter_width': 3, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 3, 'filter_width': 1, 'num_filters': 64, 'pool_size': 1}","{'filter_height': 1, 'filter_width': 3, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 5, 'num_filters': 64, 'pool_size': 2}","{'filter_height': 5, 'filter_width': 3, 'num_filters': 24, 'pool_size': 1}","{'filter_height': 3, 'filter_width': 7, 'num_filters': 36, 'pool_size': 1}",0.82154,205.05051827430725
